"guideline anchor","guideline url",mirror_file,timestamp
"ACR Appropriateness Criteria® multiple brain metastases.",https://www.guideline.gov/summaries/summary/48296/acr-appropriateness-criteria--multiple-brain-metastases,./acr-appropriateness-criteria--multiple-brain-metastases,20180712202331
"ACR Appropriateness Criteria® occupational lung diseases.",https://www.guideline.gov/summaries/summary/49080/acr-appropriateness-criteria--occupational-lung-diseases,./acr-appropriateness-criteria--occupational-lung-diseases,20180713025232
"Self-expandable metal stents for obstructing colonic and extracolonic cancer: European Society of Gastrointestinal Endoscopy (ESGE) clinical guideline.",https://www.guideline.gov/summaries/summary/50454/selfexpandable-metal-stents-for-obstructing-colonic-and-extracolonic-cancer-european-society-of-gastrointestinal-endoscopy-esge-clinical-guideline,./selfexpandable-metal-stents-for-obstructing-colonic-and-extracolonic-cancer-european-society-of-gastrointestinal-endoscopy-esge-clinical-guideline,20180712204047
"Somatic cough syndrome (previously referred to as psychogenic cough) and tic cough (previously referred to as habit cough) in adults and children: CHEST guideline and Expert Panel report.",https://www.guideline.gov/summaries/summary/49458/somatic-cough-syndrome-previously-referred-to-as-psychogenic-cough-and-tic-cough-previously-referred-to-as-habit-cough-in-adults-and-children-chest-guideline-and-expert-panel-report,./somatic-cough-syndrome-previously-referred-to-as-psychogenic-cough-and-tic-cough-previously-referred-to-as-habit-cough-in-adults-and-children-chest-guideline-and-expert-panel-report,20180712210743
"ACR Appropriateness Criteria® renal transplant dysfunction.",https://www.guideline.gov/summaries/summary/50497/acr-appropriateness-criteria--renal-transplant-dysfunction,./acr-appropriateness-criteria--renal-transplant-dysfunction,20180713024906
"Occupational therapy practice guidelines for adults with musculoskeletal conditions.",https://www.guideline.gov/summaries/summary/51287/occupational-therapy-practice-guidelines-for-adults-with-musculoskeletal-conditions,./,0
"Clinical practice guideline: tinnitus.",https://www.guideline.gov/summaries/summary/48751/clinical-practice-guideline-tinnitus,./clinical-practice-guideline-tinnitus,20180712203544
"Quality improvement guidelines for percutaneous management of acute lower-extremity ischemia.",https://www.guideline.gov/summaries/summary/48774/quality-improvement-guidelines-for-percutaneous-management-of-acute-lowerextremity-ischemia,./quality-improvement-guidelines-for-percutaneous-management-of-acute-lowerextremity-ischemia,20180712205603
"Adjuvant and salvage radiotherapy after prostatectomy: ASTRO/AUA guideline.",https://www.guideline.gov/summaries/summary/46418/adjuvant-and-salvage-radiotherapy-after-prostatectomy-astroaua-guideline,./adjuvant-and-salvage-radiotherapy-after-prostatectomy-astroaua-guideline,20180712204112
"Rivaroxaban for preventing adverse outcomes after acute management of acute coronary syndrome.",https://www.guideline.gov/summaries/summary/49123/rivaroxaban-for-preventing-adverse-outcomes-after-acute-management-of-acute-coronary-syndrome,./rivaroxaban-for-preventing-adverse-outcomes-after-acute-management-of-acute-coronary-syndrome,20180712194036
"Practice advisory: the utility of EEG theta/beta power ratio in ADHD diagnosis: report of the Guideline Development, Dissemination, and Implementation Subcommittee of the American Academy of Neurology.",https://www.guideline.gov/summaries/summary/50623/practice-advisory-the-utility-of-eeg-thetabeta-power-ratio-in-adhd-diagnosis-report-of-the-guideline-development-dissemination-and-implementation-subcommittee-of-the-american-academy-of-neurology,./practice-advisory-the-utility-of-eeg-thetabeta-power-ratio-in-adhd-diagnosis-report-of-the-guideline-development-dissemination-and-implementation-subcommittee-of-the-american-academy-of-neurology,20180712203408
"Molecular testing for cystic fibrosis carrier status practice guidelines: recommendations of the National Society of Genetic Counselors.",https://www.guideline.gov/summaries/summary/47400/molecular-testing-for-cystic-fibrosis-carrier-status-practice-guidelines-recommendations-of-the-national-society-of-genetic-counselors,./molecular-testing-for-cystic-fibrosis-carrier-status-practice-guidelines-recommendations-of-the-national-society-of-genetic-counselors,20180712211232
"ACR Appropriateness Criteria® imaging after shoulder arthroplasty.",https://www.guideline.gov/summaries/summary/50460/acr-appropriateness-criteria--imaging-after-shoulder-arthroplasty,./acr-appropriateness-criteria--imaging-after-shoulder-arthroplasty,20180712210042
"2013 IDSA clinical practice guideline for vaccination of the immunocompromised host.",https://www.guideline.gov/summaries/summary/47769/2013-idsa-clinical-practice-guideline-for-vaccination-of-the-immunocompromised-host,./2013-idsa-clinical-practice-guideline-for-vaccination-of-the-immunocompromised-host,20180712204847
"American Geriatrics Society 2015 updated Beers Criteria for potentially inappropriate medication use in older adults.",https://www.guideline.gov/summaries/summary/49933/american-geriatrics-society-2015-updated-beers-criteria-for-potentially-inappropriate-medication-use-in-older-adults,./american-geriatrics-society-2015-updated-beers-criteria-for-potentially-inappropriate-medication-use-in-older-adults,20180712203659
"ACR Appropriateness Criteria® suspected physical abuse—child.",https://www.guideline.gov/summaries/summary/50646/acr-appropriateness-criteria--suspected-physical-abuse-child,./acr-appropriateness-criteria--suspected-physical-abuse-child,20180712194115
"ACR Appropriateness Criteria® rib fractures.",https://www.guideline.gov/summaries/summary/48290/acr-appropriateness-criteria--rib-fractures,./acr-appropriateness-criteria--rib-fractures,20180712194123
"Hip pain and mobility deficits—hip osteoarthritis: revision 2017.",https://www.guideline.gov/summaries/summary/51187/hip-pain-and-mobility-deficits-hip-osteoarthritis-revision-2017,./hip-pain-and-mobility-deficits-hip-osteoarthritis-revision-2017,20180712210030
"SeHCAT (tauroselcholic [75 selenium] acid) for the investigation of diarrhoea due to bile acid malabsorption in people with diarrhoea-predominant irritable bowel syndrome (IBS-D) or Crohn's disease without ileal resection.",https://www.guideline.gov/summaries/summary/48539/sehcat-tauroselcholic-75-selenium-acid-for-the-investigation-of-diarrhoea-due-to-bile-acid-malabsorption-in-people-with-diarrhoeapredominant-irritable-bowel-syndrome-ibsd-or-crohns-disease-without-ileal-resection,./sehcat-tauroselcholic-75-selenium-acid-for-the-investigation-of-diarrhoea-due-to-bile-acid-malabsorption-in-people-with-diarrhoeapredominant-irritable-bowel-syndrome-ibsd-or-crohns-disease-without-ileal-resection,20180713062939
"Clinical policy: critical issues in the evaluation of adult patients with suspected transient ischemic attack in the emergency department.",https://www.guideline.gov/summaries/summary/50474/clinical-policy-critical-issues-in-the-evaluation-of-adult-patients-with-suspected-transient-ischemic-attack-in-the-emergency-department,./clinical-policy-critical-issues-in-the-evaluation-of-adult-patients-with-suspected-transient-ischemic-attack-in-the-emergency-department,20180712194059
"Operative fixation of rib fractures after blunt trauma: a practice management guideline from the Eastern Association for the Surgery of Trauma.",https://www.guideline.gov/summaries/summary/50709/operative-fixation-of-rib-fractures-after-blunt-trauma-a-practice-management-guideline-from-the-eastern-association-for-the-surgery-of-trauma,./operative-fixation-of-rib-fractures-after-blunt-trauma-a-practice-management-guideline-from-the-eastern-association-for-the-surgery-of-trauma,20180712194118
"Diabetes and pregnancy: an Endocrine Society clinical practice guideline.",https://www.guideline.gov/summaries/summary/47898/diabetes-and-pregnancy-an-endocrine-society-clinical-practice-guideline,./diabetes-and-pregnancy-an-endocrine-society-clinical-practice-guideline,20180712203805
"Guidelines for the identification and management of substance use and substance use disorders in pregnancy.",https://www.guideline.gov/summaries/summary/48894/guidelines-for-the-identification-and-management-of-substance-use-and-substance-use-disorders-in-pregnancy,./guidelines-for-the-identification-and-management-of-substance-use-and-substance-use-disorders-in-pregnancy,20180712204135
"ACR Appropriateness Criteria® acute pancreatitis.",https://www.guideline.gov/summaries/summary/47649/acr-appropriateness-criteria--acute-pancreatitis,./acr-appropriateness-criteria--acute-pancreatitis,20180712194033
"ACR Appropriateness Criteria® osteonecrosis of the hip.",https://www.guideline.gov/summaries/summary/49913/acr-appropriateness-criteria--osteonecrosis-of-the-hip,./acr-appropriateness-criteria--osteonecrosis-of-the-hip,20180712212740
"WHO guidelines for screening and treatment of precancerous lesions for cervical cancer prevention.",https://www.guideline.gov/summaries/summary/49521/who-guidelines-for-screening-and-treatment-of-precancerous-lesions-for-cervical-cancer-prevention,./who-guidelines-for-screening-and-treatment-of-precancerous-lesions-for-cervical-cancer-prevention,20180712203201
"Practice advisory on anesthetic care for magnetic resonance imaging: an updated report by the American Society of Anesthesiologists Task Force on Anesthetic Care for Magnetic Resonance Imaging.",https://www.guideline.gov/summaries/summary/49876/practice-advisory-on-anesthetic-care-for-magnetic-resonance-imaging-an-updated-report-by-the-american-society-of-anesthesiologists-task-force-on-anesthetic-care-for-magnetic-resonance-imaging,./practice-advisory-on-anesthetic-care-for-magnetic-resonance-imaging-an-updated-report-by-the-american-society-of-anesthesiologists-task-force-on-anesthetic-care-for-magnetic-resonance-imaging,20180712211410
"Eastern Association for the Surgery of Trauma practice management guidelines for hemorrhage in pelvic fracture—update and systematic review.",https://www.guideline.gov/summaries/summary/43776/eastern-association-for-the-surgery-of-trauma-practice-management-guidelines-for-hemorrhage-in-pelvic-fracture-update-and-systematic-review,./eastern-association-for-the-surgery-of-trauma-practice-management-guidelines-for-hemorrhage-in-pelvic-fracture-update-and-systematic-review,20180712194112
"Management of isolated fractures of the axis in adults. In: Guidelines for the management of acute cervical spine and spinal cord injuries.",https://www.guideline.gov/summaries/summary/44317/management-of-isolated-fractures-of-the-axis-in-adults-in-guidelines-for-the-management-of-acute-cervical-spine-and-spinal-cord-injuries,./management-of-isolated-fractures-of-the-axis-in-adults-in-guidelines-for-the-management-of-acute-cervical-spine-and-spinal-cord-injuries,20180712203220
"Alzheimer's Association recommendations for operationalizing the detection of cognitive impairment during the Medicare Annual Wellness Visit in a primary care setting.",https://www.guideline.gov/summaries/summary/47022/alzheimers-association-recommendations-for-operationalizing-the-detection-of-cognitive-impairment-during-the-medicare-annual-wellness-visit-in-a-primary-care-setting,./alzheimers-association-recommendations-for-operationalizing-the-detection-of-cognitive-impairment-during-the-medicare-annual-wellness-visit-in-a-primary-care-setting,20180712210133
"HealthPartners Dental Group and Clinics caries guideline.",https://www.guideline.gov/summaries/summary/47755/healthpartners-dental-group-and-clinics-caries-guideline,./healthpartners-dental-group-and-clinics-caries-guideline,20180712210203
"Long-term management of the successful adult liver transplant: 2012 practice guideline by the American Association for the Study of Liver Diseases and the American Society of Transplantation.",https://www.guideline.gov/summaries/summary/46232/longterm-management-of-the-successful-adult-liver-transplant-2012-practice-guideline-by-the-american-association-for-the-study-of-liver-diseases-and-the-american-society-of-transplantation,./longterm-management-of-the-successful-adult-liver-transplant-2012-practice-guideline-by-the-american-association-for-the-study-of-liver-diseases-and-the-american-society-of-transplantation,20180712204054
"ACR Appropriateness Criteria® acute onset flank pain — suspicion of stone disease (urolithiasis).",https://www.guideline.gov/summaries/summary/49919/acr-appropriateness-criteria--acute-onset-flank-pain---suspicion-of-stone-disease-urolithiasis,./acr-appropriateness-criteria--acute-onset-flank-pain---suspicion-of-stone-disease-urolithiasis,20180712194045
"Screening for glaucoma: U.S. Preventive Services Task Force recommendation statement.",https://www.guideline.gov/summaries/summary/46922/screening-for-glaucoma-us-preventive-services-task-force-recommendation-statement,./screening-for-glaucoma-us-preventive-services-task-force-recommendation-statement,20180712204854
"Vitamin, mineral, and multivitamin supplements for the primary prevention of cardiovascular disease and cancer: U.S. Preventive Services Task Force recommendation statement.",https://www.guideline.gov/summaries/summary/47855/vitamin-mineral-and-multivitamin-supplements-for-the-primary-prevention-of-cardiovascular-disease-and-cancer-us-preventive-services-task-force-recommendation-statement,./vitamin-mineral-and-multivitamin-supplements-for-the-primary-prevention-of-cardiovascular-disease-and-cancer-us-preventive-services-task-force-recommendation-statement,20180713032703
"ACR Appropriateness Criteria® assessment of gravid cervix.",https://www.guideline.gov/summaries/summary/49086/acr-appropriateness-criteria--assessment-of-gravid-cervix,./acr-appropriateness-criteria--assessment-of-gravid-cervix,20180713031055
"Recommendations on screening for developmental delay.",https://www.guideline.gov/summaries/summary/50268/recommendations-on-screening-for-developmental-delay,./recommendations-on-screening-for-developmental-delay,20180712210838
"Clinical policy: critical issues in the evaluation and management of adult patients with suspected acute nontraumatic thoracic aortic dissection.",https://www.guideline.gov/summaries/summary/48937/clinical-policy-critical-issues-in-the-evaluation-and-management-of-adult-patients-with-suspected-acute-nontraumatic-thoracic-aortic-dissection,./clinical-policy-critical-issues-in-the-evaluation-and-management-of-adult-patients-with-suspected-acute-nontraumatic-thoracic-aortic-dissection,20180712194107
"Best evidence statement (BESt). Decreasing compassion fatigue among pediatric intensive care nurses using self-care skills and compassion fatigue training.",https://www.guideline.gov/summaries/summary/47065/best-evidence-statement-best-decreasing-compassion-fatigue-among-pediatric-intensive-care-nurses-using-selfcare-skills-and-compassion-fatigue-training,./best-evidence-statement-best-decreasing-compassion-fatigue-among-pediatric-intensive-care-nurses-using-selfcare-skills-and-compassion-fatigue-training,20180712210947
"Management of venous leg ulcers: clinical practice guidelines of the Society for Vascular Surgery and the American Venous Forum.",https://www.guideline.gov/summaries/summary/49478/management-of-venous-leg-ulcers-clinical-practice-guidelines-of-the-society-for-vascular-surgery-and-the-american-venous-forum,./management-of-venous-leg-ulcers-clinical-practice-guidelines-of-the-society-for-vascular-surgery-and-the-american-venous-forum,20180712203817
"United Kingdom national guideline on the management of Trichomonas vaginalis 2014.",https://www.guideline.gov/summaries/summary/47881/united-kingdom-national-guideline-on-the-management-of-trichomonas-vaginalis-2014,./united-kingdom-national-guideline-on-the-management-of-trichomonas-vaginalis-2014,20180712210415
"Contraception for women aged over 40 years.",https://www.guideline.gov/summaries/summary/51130/contraception-for-women-aged-over-40-years,./contraception-for-women-aged-over-40-years,20180712210004
"Os odontoideum. In: Guidelines for the management of acute cervical spine and spinal cord injuries.",https://www.guideline.gov/summaries/summary/44323/os-odontoideum-in-guidelines-for-the-management-of-acute-cervical-spine-and-spinal-cord-injuries,./os-odontoideum-in-guidelines-for-the-management-of-acute-cervical-spine-and-spinal-cord-injuries,20180712203225
"Recommendations on screening for cervical cancer.",https://www.guideline.gov/summaries/summary/39437/recommendations-on-screening-for-cervical-cancer,./recommendations-on-screening-for-cervical-cancer,20180712210838
"Congress of Neurological Surgeons systematic review and evidence-based guideline for the management of patients with residual or recurrent nonfunctioning pituitary adenomas.",https://www.guideline.gov/summaries/summary/50560/congress-of-neurological-surgeons-systematic-review-and-evidencebased-guideline-for-the-management-of-patients-with-residual-or-recurrent-nonfunctioning-pituitary-adenomas,./congress-of-neurological-surgeons-systematic-review-and-evidencebased-guideline-for-the-management-of-patients-with-residual-or-recurrent-nonfunctioning-pituitary-adenomas,20180713043936
"Therapeutic drug monitoring of vancomycin: a guideline of the Division of Therapeutic Drug Monitoring, Chinese Pharmacological Society.",https://www.guideline.gov/summaries/summary/50134/therapeutic-drug-monitoring-of-vancomycin-a-guideline-of-the-division-of-therapeutic-drug-monitoring-chinese-pharmacological-society,./therapeutic-drug-monitoring-of-vancomycin-a-guideline-of-the-division-of-therapeutic-drug-monitoring-chinese-pharmacological-society,20180712205711
"2013 International Society for Clinical Densitometry position development conference: Task Force on Normative Databases.",https://www.guideline.gov/summaries/summary/48213/2013-international-society-for-clinical-densitometry-position-development-conference-task-force-on-normative-databases,./2013-international-society-for-clinical-densitometry-position-development-conference-task-force-on-normative-databases,20180712205346
"Management of labor.",https://www.guideline.gov/summaries/summary/44346/management-of-labor,./Management-of-labor,20180713043527
"Diagnosis and management of epilepsy in adults. A national clinical guideline.",https://www.guideline.gov/summaries/summary/49633/diagnosis-and-management-of-epilepsy-in-adults-a-national-clinical-guideline,./diagnosis-and-management-of-epilepsy-in-adults-a-national-clinical-guideline,20180712194127
"Special treatment issues in non-small cell lung cancer: diagnosis and management of lung cancer, 3rd ed: American College of Chest Physicians evidence-based clinical practice guidelines.",https://www.guideline.gov/summaries/summary/46175/special-treatment-issues-in-nonsmall-cell-lung-cancer-diagnosis-and-management-of-lung-cancer-3rd-ed-american-college-of-chest-physicians-evidencebased-clinical-practice-guidelines,./special-treatment-issues-in-nonsmall-cell-lung-cancer-diagnosis-and-management-of-lung-cancer-3rd-ed-american-college-of-chest-physicians-evidencebased-clinical-practice-guidelines,20180712210741
"ACR Appropriateness Criteria® recurrent rectal cancer.",https://www.guideline.gov/summaries/summary/49092/acr-appropriateness-criteria--recurrent-rectal-cancer,./acr-appropriateness-criteria--recurrent-rectal-cancer,20180712211350
"Practice parameter for the assessment and treatment of children and adolescents with tic disorders.",https://www.guideline.gov/summaries/summary/48382/practice-parameter-for-the-assessment-and-treatment-of-children-and-adolescents-with-tic-disorders,./practice-parameter-for-the-assessment-and-treatment-of-children-and-adolescents-with-tic-disorders,20180712211029
"Systemic treatment of acute myeloid leukemia (AML).",https://www.guideline.gov/summaries/summary/50088/systemic-treatment-of-acute-myeloid-leukemia-aml,./systemic-treatment-of-acute-myeloid-leukemia-aml,20180712210912
"Atypical subtrochanteric and diaphyseal femoral fractures: second report of a Task Force of the American Society for Bone and Mineral Research.",https://www.guideline.gov/summaries/summary/48428/atypical-subtrochanteric-and-diaphyseal-femoral-fractures-second-report-of-a-task-force-of-the-american-society-for-bone-and-mineral-research,./atypical-subtrochanteric-and-diaphyseal-femoral-fractures-second-report-of-a-task-force-of-the-american-society-for-bone-and-mineral-research,20180712210158
"American Academy of Orthopaedic Surgeons appropriate use criteria for management of osteochondritis dissecans of the femoral condyle.",https://www.guideline.gov/summaries/summary/50420/american-academy-of-orthopaedic-surgeons-appropriate-use-criteria-for-management-of-osteochondritis-dissecans-of-the-femoral-condyle,./american-academy-of-orthopaedic-surgeons-appropriate-use-criteria-for-management-of-osteochondritis-dissecans-of-the-femoral-condyle,20180712205739
"Clinical practice guideline: planning for labor and vaginal birth after cesarean.",https://www.guideline.gov/summaries/summary/49115/clinical-practice-guideline-planning-for-labor-and-vaginal-birth-after-cesarean,./clinical-practice-guideline-planning-for-labor-and-vaginal-birth-after-cesarean,20180712211341
"Chronic kidney disease. Early identification and management of chronic kidney disease in adults in primary and secondary care.",https://www.guideline.gov/summaries/summary/48405/chronic-kidney-disease-early-identification-and-management-of-chronic-kidney-disease-in-adults-in-primary-and-secondary-care,./chronic-kidney-disease-early-identification-and-management-of-chronic-kidney-disease-in-adults-in-primary-and-secondary-care,20180712203900
"ACR Appropriateness Criteria® primary bone tumors.",https://www.guideline.gov/summaries/summary/47672/acr-appropriateness-criteria--primary-bone-tumors,./acr-appropriateness-criteria--primary-bone-tumors,20180713050218
"2013 UK national guideline for consultations requiring sexual history taking.",https://www.guideline.gov/summaries/summary/47031/2013-uk-national-guideline-for-consultations-requiring-sexual-history-taking,./2013-uk-national-guideline-for-consultations-requiring-sexual-history-taking,20180712210416
"ACR Appropriateness Criteria® localized nodal indolent lymphoma.",https://www.guideline.gov/summaries/summary/47695/acr-appropriateness-criteria--localized-nodal-indolent-lymphoma,./acr-appropriateness-criteria--localized-nodal-indolent-lymphoma,20180712202337
"Breastfeeding-friendly physician's office: optimizing care for infants and children, revised 2013.",https://www.guideline.gov/summaries/summary/46908/breastfeedingfriendly-physicians-office-optimizing-care-for-infants-and-children-revised-2013,./breastfeedingfriendly-physicians-office-optimizing-care-for-infants-and-children-revised-2013,20180712210623
"ACR Appropriateness Criteria® left lower quadrant pain — suspected diverticulitis.",https://www.guideline.gov/summaries/summary/48282/acr-appropriateness-criteria--left-lower-quadrant-pain---suspected-diverticulitis,./acr-appropriateness-criteria--left-lower-quadrant-pain---suspected-diverticulitis,20180712194031
"An official American Thoracic Society clinical practice guideline: diagnosis, risk stratification, and management of pulmonary hypertension of sickle cell disease.",https://www.guideline.gov/summaries/summary/49069/an-official-american-thoracic-society-clinical-practice-guideline-diagnosis-risk-stratification-and-management-of-pulmonary-hypertension-of-sickle-cell-disease,./an-official-american-thoracic-society-clinical-practice-guideline-diagnosis-risk-stratification-and-management-of-pulmonary-hypertension-of-sickle-cell-disease,20180712204048
"Society of Interventional Radiology position statement on injection safety: improper use of single-dose/single-use vials.",https://www.guideline.gov/summaries/summary/48777/society-of-interventional-radiology-position-statement-on-injection-safety-improper-use-of-singledosesingleuse-vials,./society-of-interventional-radiology-position-statement-on-injection-safety-improper-use-of-singledosesingleuse-vials,20180712205602
"Comprehensive pediatric eye and vision examination.",https://www.guideline.gov/summaries/summary/51030/comprehensive-pediatric-eye-and-vision-examination,./comprehensive-pediatric-eye-and-vision-examination,20180712204816
"Comprehensive adult eye and vision examination.",https://www.guideline.gov/summaries/summary/50483/comprehensive-adult-eye-and-vision-examination,./comprehensive-adult-eye-and-vision-examination,20180712204814
"Blood transfusion in the management of sickle cell disease. In: Evidence-based management of sickle cell disease.",https://www.guideline.gov/summaries/summary/48528/blood-transfusion-in-the-management-of-sickle-cell-disease-in-evidencebased-management-of-sickle-cell-disease,./blood-transfusion-in-the-management-of-sickle-cell-disease-in-evidencebased-management-of-sickle-cell-disease,20180712194109
"Long term follow up of survivors of childhood cancer. A national clinical guideline.",https://www.guideline.gov/summaries/summary/44532/long-term-follow-up-of-survivors-of-childhood-cancer-a-national-clinical-guideline,./long-term-follow-up-of-survivors-of-childhood-cancer-a-national-clinical-guideline,20180712205452
"Diagnosis and treatment of primary adrenal insufficiency: an Endocrine Society clinical practice guideline.",https://www.guideline.gov/summaries/summary/50197/diagnosis-and-treatment-of-primary-adrenal-insufficiency-an-endocrine-society-clinical-practice-guideline,./diagnosis-and-treatment-of-primary-adrenal-insufficiency-an-endocrine-society-clinical-practice-guideline,20180712203759
"Pediatric hydrocephalus: systematic literature review and evidence-based guidelines. Part 2: management of posthemorrhagic hydrocephalus in premature infants.",https://www.guideline.gov/summaries/summary/49464/pediatric-hydrocephalus-systematic-literature-review-and-evidencebased-guidelines-part-2-management-of-posthemorrhagic-hydrocephalus-in-premature-infants,./pediatric-hydrocephalus-systematic-literature-review-and-evidencebased-guidelines-part-2-management-of-posthemorrhagic-hydrocephalus-in-premature-infants,20180712203215
"Paget's disease of bone: an Endocrine Society clinical practice guideline.",https://www.guideline.gov/summaries/summary/49261/pagets-disease-of-bone-an-endocrine-society-clinical-practice-guideline,./pagets-disease-of-bone-an-endocrine-society-clinical-practice-guideline,20180712203757
"Guidelines for the minimally invasive treatment of adrenal pathology.",https://www.guideline.gov/summaries/summary/43951/guidelines-for-the-minimally-invasive-treatment-of-adrenal-pathology,./guidelines-for-the-minimally-invasive-treatment-of-adrenal-pathology,20180712203526
"Intrapartum care: care of healthy women and their babies during childbirth.",https://www.guideline.gov/summaries/summary/48932/intrapartum-care-care-of-healthy-women-and-their-babies-during-childbirth,./intrapartum-care-care-of-healthy-women-and-their-babies-during-childbirth,20180712202342
"ACR Appropriateness Criteria® head trauma.",https://www.guideline.gov/summaries/summary/49914/acr-appropriateness-criteria--head-trauma,./acr-appropriateness-criteria--head-trauma,20180712194632
"ACR Appropriateness Criteria® indeterminate renal mass.",https://www.guideline.gov/summaries/summary/48291/acr-appropriateness-criteria--indeterminate-renal-mass,./acr-appropriateness-criteria--indeterminate-renal-mass,20180713044137
"Brain injury rehabilitation in adults. A national clinical guideline.",https://www.guideline.gov/summaries/summary/43914/brain-injury-rehabilitation-in-adults-a-national-clinical-guideline,./brain-injury-rehabilitation-in-adults-a-national-clinical-guideline,20180712204018
"Screening for abnormal blood glucose and type 2 diabetes mellitus: U.S. Preventive Services Task Force recommendation statement.",https://www.guideline.gov/summaries/summary/49928/screening-for-abnormal-blood-glucose-and-type-2-diabetes-mellitus-us-preventive-services-task-force-recommendation-statement,./screening-for-abnormal-blood-glucose-and-type-2-diabetes-mellitus-us-preventive-services-task-force-recommendation-statement,20180713035356
"Final recommendation statement: gynecological conditions: periodic screening with the pelvic examination.",https://www.guideline.gov/summaries/summary/50698/final-recommendation-statement-gynecological-conditions-periodic-screening-with-the-pelvic-examination,./final-recommendation-statement-gynecological-conditions-periodic-screening-with-the-pelvic-examination,20180713043544
"Squamous cell carcinoma of the vulva.",https://www.guideline.gov/summaries/summary/47850/squamous-cell-carcinoma-of-the-vulva,./squamous-cell-carcinoma-of-the-vulva,20180712210627
"Congress of Neurological Surgeons systematic review and evidence-based guideline on preoperative imaging assessment of patients with suspected nonfunctioning pituitary adenomas.",https://www.guideline.gov/summaries/summary/50555/congress-of-neurological-surgeons-systematic-review-and-evidencebased-guideline-on-preoperative-imaging-assessment-of-patients-with-suspected-nonfunctioning-pituitary-adenomas,./congress-of-neurological-surgeons-systematic-review-and-evidencebased-guideline-on-preoperative-imaging-assessment-of-patients-with-suspected-nonfunctioning-pituitary-adenomas,20180713063357
"Assessment: efficacy of transcutaneous electric nerve stimulation in the treatment of pain in neurologic disorders (an evidence-based review). Report of the Therapeutics and Technology Assessment Subcommittee of the American Academy of Neurology.",https://www.guideline.gov/summaries/summary/15633/assessment-efficacy-of-transcutaneous-electric-nerve-stimulation-in-the-treatment-of-pain-in-neurologic-disorders-an-evidencebased-review-report-of-the-therapeutics-and-technology-assessment-subcommittee-of-the-american-academy-of-neurology,./assessment-efficacy-of-transcutaneous-electric-nerve-stimulation-in-the-treatment-of-pain-in-neurologic-disorders-an-evidencebased-review-report-of-the-therapeutics-and-technology-assessment-subcommittee-of-the-american-academy-of-neurology,20180712203418
"Investigation and management of non-immune fetal hydrops.",https://www.guideline.gov/summaries/summary/47558/investigation-and-management-of-nonimmune-fetal-hydrops,./investigation-and-management-of-nonimmune-fetal-hydrops,20180712211239
"Sepsis: recognition, diagnosis and early management.",https://www.guideline.gov/summaries/summary/50412/sepsis-recognition-diagnosis-and-early-management,./sepsis-recognition-diagnosis-and-early-management,20180712194701
"ACR Appropriateness Criteria® acute onset of scrotal pain — without trauma, without antecedent mass.",https://www.guideline.gov/summaries/summary/49081/acr-appropriateness-criteria--acute-onset-of-scrotal-pain---without-trauma-without-antecedent-mass,./acr-appropriateness-criteria--acute-onset-of-scrotal-pain---without-trauma-without-antecedent-mass,20180712194651
"Management of chronic pain. A national clinical guideline.",https://www.guideline.gov/summaries/summary/47707/management-of-chronic-pain-a-national-clinical-guideline,./management-of-chronic-pain-a-national-clinical-guideline,20180712205449
"Prediction and prevention. In: Diagnosis, evaluation, and management of the hypertensive disorders of pregnancy: executive summary.",https://www.guideline.gov/summaries/summary/48056/prediction-and-prevention-in-diagnosis-evaluation-and-management-of-the-hypertensive-disorders-of-pregnancy-executive-summary,./prediction-and-prevention-in-diagnosis-evaluation-and-management-of-the-hypertensive-disorders-of-pregnancy-executive-summary,20180712211249
"Practice guideline update summary: botulinum neurotoxin for the treatment of blepharospasm, cervical dystonia, adult spasticity, and headache: report of the Guideline Development Subcommittee of the American Academy of Neurology.",https://www.guideline.gov/summaries/summary/50220/practice-guideline-update-summary-botulinum-neurotoxin-for-the-treatment-of-blepharospasm-cervical-dystonia-adult-spasticity-and-headache-report-of-the-guideline-development-subcommittee-of-the-american-academy-of-neurology,./practice-guideline-update-summary-botulinum-neurotoxin-for-the-treatment-of-blepharospasm-cervical-dystonia-adult-spasticity-and-headache-report-of-the-guideline-development-subcommittee-of-the-american-academy-of-neurology,20180712203410
"Pembrolizumab for treating advanced melanoma after disease progression with ipilimumab.",https://www.guideline.gov/summaries/summary/49871/pembrolizumab-for-treating-advanced-melanoma-after-disease-progression-with-ipilimumab,./pembrolizumab-for-treating-advanced-melanoma-after-disease-progression-with-ipilimumab,20180712203113
"Aripiprazole for treating moderate to severe manic episodes in adolescents with bipolar I disorder.",https://www.guideline.gov/summaries/summary/47017/aripiprazole-for-treating-moderate-to-severe-manic-episodes-in-adolescents-with-bipolar-i-disorder,./aripiprazole-for-treating-moderate-to-severe-manic-episodes-in-adolescents-with-bipolar-i-disorder,20180713034205
"Principles of analytic validation of immunohistochemical assays: guideline from the College of American Pathologists Pathology and Laboratory Quality Center.",https://www.guideline.gov/summaries/summary/48789/principles-of-analytic-validation-of-immunohistochemical-assays-guideline-from-the-college-of-american-pathologists-pathology-and-laboratory-quality-center,./principles-of-analytic-validation-of-immunohistochemical-assays-guideline-from-the-college-of-american-pathologists-pathology-and-laboratory-quality-center,20180712204830
